id,name,type,year,component,variable,value
310M200US32780,"Medford, OR Metro Area",metro,2008,goods,rank,111
310M200US32780,"Medford, OR Metro Area",metro,2009,goods,rank,89
310M200US32780,"Medford, OR Metro Area",metro,2010,goods,rank,79
310M200US32780,"Medford, OR Metro Area",metro,2011,goods,rank,66
310M200US32780,"Medford, OR Metro Area",metro,2012,goods,rank,74
310M200US32780,"Medford, OR Metro Area",metro,2013,goods,rank,77
310M200US32780,"Medford, OR Metro Area",metro,2014,goods,rank,83
310M200US32780,"Medford, OR Metro Area",metro,2015,goods,rank,88
310M200US32780,"Medford, OR Metro Area",metro,2016,goods,rank,89
310M200US32780,"Medford, OR Metro Area",metro,2017,goods,rank,98
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2008,goods,rank,226
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2009,goods,rank,226
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2010,goods,rank,226
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2011,goods,rank,227
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2012,goods,rank,227
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2013,goods,rank,226
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2014,goods,rank,224
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2015,goods,rank,218
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2016,goods,rank,227
310M200US32820,"Memphis, TN-MS-AR Metro Area",metro,2017,goods,rank,221
310M200US32900,"Merced, CA Metro Area",metro,2008,goods,rank,144
310M200US32900,"Merced, CA Metro Area",metro,2009,goods,rank,130
310M200US32900,"Merced, CA Metro Area",metro,2010,goods,rank,114
310M200US32900,"Merced, CA Metro Area",metro,2011,goods,rank,104
310M200US32900,"Merced, CA Metro Area",metro,2012,goods,rank,112
310M200US32900,"Merced, CA Metro Area",metro,2013,goods,rank,114
310M200US32900,"Merced, CA Metro Area",metro,2014,goods,rank,137
310M200US32900,"Merced, CA Metro Area",metro,2015,goods,rank,154
310M200US32900,"Merced, CA Metro Area",metro,2016,goods,rank,160
310M200US32900,"Merced, CA Metro Area",metro,2017,goods,rank,158
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2008,goods,rank,29
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2009,goods,rank,31
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2010,goods,rank,32
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2011,goods,rank,32
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2012,goods,rank,32
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2013,goods,rank,32
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2014,goods,rank,27
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2015,goods,rank,22
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2016,goods,rank,22
310M200US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",metro,2017,goods,rank,22
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2008,goods,rank,352
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2009,goods,rank,352
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2010,goods,rank,357
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2011,goods,rank,355
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2012,goods,rank,354
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2013,goods,rank,353
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2014,goods,rank,341
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2015,goods,rank,349
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2016,goods,rank,344
310M200US33140,"Michigan City-La Porte, IN Metro Area",metro,2017,goods,rank,363
310M200US33220,"Midland, MI Metro Area",metro,2008,goods,rank,230
310M200US33220,"Midland, MI Metro Area",metro,2009,goods,rank,228
310M200US33220,"Midland, MI Metro Area",metro,2010,goods,rank,198
310M200US33220,"Midland, MI Metro Area",metro,2011,goods,rank,218
310M200US33220,"Midland, MI Metro Area",metro,2012,goods,rank,196
310M200US33220,"Midland, MI Metro Area",metro,2013,goods,rank,235
310M200US33220,"Midland, MI Metro Area",metro,2014,goods,rank,224
310M200US33220,"Midland, MI Metro Area",metro,2015,goods,rank,260
310M200US33220,"Midland, MI Metro Area",metro,2016,goods,rank,227
310M200US33220,"Midland, MI Metro Area",metro,2017,goods,rank,226
310M200US33260,"Midland, TX Metro Area",metro,2008,goods,rank,180
310M200US33260,"Midland, TX Metro Area",metro,2009,goods,rank,165
310M200US33260,"Midland, TX Metro Area",metro,2010,goods,rank,144
310M200US33260,"Midland, TX Metro Area",metro,2011,goods,rank,114
310M200US33260,"Midland, TX Metro Area",metro,2012,goods,rank,94
310M200US33260,"Midland, TX Metro Area",metro,2013,goods,rank,84
310M200US33260,"Midland, TX Metro Area",metro,2014,goods,rank,67
310M200US33260,"Midland, TX Metro Area",metro,2015,goods,rank,52
310M200US33260,"Midland, TX Metro Area",metro,2016,goods,rank,53
310M200US33260,"Midland, TX Metro Area",metro,2017,goods,rank,57
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2008,goods,rank,147
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2009,goods,rank,145
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2010,goods,rank,139
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2011,goods,rank,140
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2012,goods,rank,116
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2013,goods,rank,128
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2014,goods,rank,128
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2015,goods,rank,119
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2016,goods,rank,120
310M200US33340,"Milwaukee-Waukesha, WI Metro Area",metro,2017,goods,rank,125
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2008,goods,rank,43
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2009,goods,rank,40
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2010,goods,rank,43
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2011,goods,rank,41
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2012,goods,rank,40
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2013,goods,rank,43
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2014,goods,rank,42
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2015,goods,rank,43
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2016,goods,rank,43
310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",metro,2017,goods,rank,43
310M200US33540,"Missoula, MT Metro Area",metro,2008,goods,rank,97
310M200US33540,"Missoula, MT Metro Area",metro,2009,goods,rank,123
310M200US33540,"Missoula, MT Metro Area",metro,2010,goods,rank,123
310M200US33540,"Missoula, MT Metro Area",metro,2011,goods,rank,123
310M200US33540,"Missoula, MT Metro Area",metro,2012,goods,rank,126
310M200US33540,"Missoula, MT Metro Area",metro,2013,goods,rank,108
310M200US33540,"Missoula, MT Metro Area",metro,2014,goods,rank,107
310M200US33540,"Missoula, MT Metro Area",metro,2015,goods,rank,107
310M200US33540,"Missoula, MT Metro Area",metro,2016,goods,rank,117
310M200US33540,"Missoula, MT Metro Area",metro,2017,goods,rank,123
310M200US33660,"Mobile, AL Metro Area",metro,2008,goods,rank,328
310M200US33660,"Mobile, AL Metro Area",metro,2009,goods,rank,322
310M200US33660,"Mobile, AL Metro Area",metro,2010,goods,rank,313
310M200US33660,"Mobile, AL Metro Area",metro,2011,goods,rank,319
310M200US33660,"Mobile, AL Metro Area",metro,2012,goods,rank,327
310M200US33660,"Mobile, AL Metro Area",metro,2013,goods,rank,325
310M200US33660,"Mobile, AL Metro Area",metro,2014,goods,rank,326
310M200US33660,"Mobile, AL Metro Area",metro,2015,goods,rank,315
310M200US33660,"Mobile, AL Metro Area",metro,2016,goods,rank,320
310M200US33660,"Mobile, AL Metro Area",metro,2017,goods,rank,324
310M200US33700,"Modesto, CA Metro Area",metro,2008,goods,rank,83
310M200US33700,"Modesto, CA Metro Area",metro,2009,goods,rank,65
310M200US33700,"Modesto, CA Metro Area",metro,2010,goods,rank,61
310M200US33700,"Modesto, CA Metro Area",metro,2011,goods,rank,60
310M200US33700,"Modesto, CA Metro Area",metro,2012,goods,rank,63
310M200US33700,"Modesto, CA Metro Area",metro,2013,goods,rank,66
310M200US33700,"Modesto, CA Metro Area",metro,2014,goods,rank,78
310M200US33700,"Modesto, CA Metro Area",metro,2015,goods,rank,86
310M200US33700,"Modesto, CA Metro Area",metro,2016,goods,rank,84
310M200US33700,"Modesto, CA Metro Area",metro,2017,goods,rank,80
310M200US33740,"Monroe, LA Metro Area",metro,2008,goods,rank,342
310M200US33740,"Monroe, LA Metro Area",metro,2009,goods,rank,349
310M200US33740,"Monroe, LA Metro Area",metro,2010,goods,rank,343
310M200US33740,"Monroe, LA Metro Area",metro,2011,goods,rank,340
310M200US33740,"Monroe, LA Metro Area",metro,2012,goods,rank,344
310M200US33740,"Monroe, LA Metro Area",metro,2013,goods,rank,348
310M200US33740,"Monroe, LA Metro Area",metro,2014,goods,rank,357
310M200US33740,"Monroe, LA Metro Area",metro,2015,goods,rank,354
310M200US33740,"Monroe, LA Metro Area",metro,2016,goods,rank,358
310M200US33740,"Monroe, LA Metro Area",metro,2017,goods,rank,351
310M200US33780,"Monroe, MI Metro Area",metro,2008,goods,rank,121
310M200US33780,"Monroe, MI Metro Area",metro,2009,goods,rank,115
310M200US33780,"Monroe, MI Metro Area",metro,2010,goods,rank,114
310M200US33780,"Monroe, MI Metro Area",metro,2011,goods,rank,104
310M200US33780,"Monroe, MI Metro Area",metro,2012,goods,rank,120
310M200US33780,"Monroe, MI Metro Area",metro,2013,goods,rank,137
310M200US33780,"Monroe, MI Metro Area",metro,2014,goods,rank,142
310M200US33780,"Monroe, MI Metro Area",metro,2015,goods,rank,146
310M200US33780,"Monroe, MI Metro Area",metro,2016,goods,rank,155
310M200US33780,"Monroe, MI Metro Area",metro,2017,goods,rank,180
310M200US33860,"Montgomery, AL Metro Area",metro,2008,goods,rank,292
310M200US33860,"Montgomery, AL Metro Area",metro,2009,goods,rank,278
310M200US33860,"Montgomery, AL Metro Area",metro,2010,goods,rank,272
310M200US33860,"Montgomery, AL Metro Area",metro,2011,goods,rank,285
310M200US33860,"Montgomery, AL Metro Area",metro,2012,goods,rank,288
310M200US33860,"Montgomery, AL Metro Area",metro,2013,goods,rank,300
310M200US33860,"Montgomery, AL Metro Area",metro,2014,goods,rank,293
310M200US33860,"Montgomery, AL Metro Area",metro,2015,goods,rank,291
310M200US33860,"Montgomery, AL Metro Area",metro,2016,goods,rank,289
310M200US33860,"Montgomery, AL Metro Area",metro,2017,goods,rank,281
310M200US34060,"Morgantown, WV Metro Area",metro,2008,goods,rank,350
310M200US34060,"Morgantown, WV Metro Area",metro,2009,goods,rank,339
310M200US34060,"Morgantown, WV Metro Area",metro,2010,goods,rank,327
310M200US34060,"Morgantown, WV Metro Area",metro,2011,goods,rank,314
310M200US34060,"Morgantown, WV Metro Area",metro,2012,goods,rank,322
310M200US34060,"Morgantown, WV Metro Area",metro,2013,goods,rank,324
310M200US34060,"Morgantown, WV Metro Area",metro,2014,goods,rank,315
310M200US34060,"Morgantown, WV Metro Area",metro,2015,goods,rank,230
310M200US34060,"Morgantown, WV Metro Area",metro,2016,goods,rank,213
310M200US34060,"Morgantown, WV Metro Area",metro,2017,goods,rank,232
310M200US34100,"Morristown, TN Metro Area",metro,2008,goods,rank,374
310M200US34100,"Morristown, TN Metro Area",metro,2009,goods,rank,373
310M200US34100,"Morristown, TN Metro Area",metro,2010,goods,rank,374
310M200US34100,"Morristown, TN Metro Area",metro,2011,goods,rank,378
310M200US34100,"Morristown, TN Metro Area",metro,2012,goods,rank,376
310M200US34100,"Morristown, TN Metro Area",metro,2013,goods,rank,376
310M200US34100,"Morristown, TN Metro Area",metro,2014,goods,rank,379
310M200US34100,"Morristown, TN Metro Area",metro,2015,goods,rank,379
310M200US34100,"Morristown, TN Metro Area",metro,2016,goods,rank,382
310M200US34100,"Morristown, TN Metro Area",metro,2017,goods,rank,381
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2008,goods,rank,48
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2009,goods,rank,63
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2010,goods,rank,65
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2011,goods,rank,73
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2012,goods,rank,86
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2013,goods,rank,84
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2014,goods,rank,81
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2015,goods,rank,80
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2016,goods,rank,80
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",metro,2017,goods,rank,76
310M200US34620,"Muncie, IN Metro Area",metro,2008,goods,rank,273
310M200US34620,"Muncie, IN Metro Area",metro,2009,goods,rank,265
310M200US34620,"Muncie, IN Metro Area",metro,2010,goods,rank,288
310M200US34620,"Muncie, IN Metro Area",metro,2011,goods,rank,282
310M200US34620,"Muncie, IN Metro Area",metro,2012,goods,rank,288
310M200US34620,"Muncie, IN Metro Area",metro,2013,goods,rank,285
310M200US34620,"Muncie, IN Metro Area",metro,2014,goods,rank,300
310M200US34620,"Muncie, IN Metro Area",metro,2015,goods,rank,317
310M200US34620,"Muncie, IN Metro Area",metro,2016,goods,rank,337
310M200US34620,"Muncie, IN Metro Area",metro,2017,goods,rank,342
310M200US34740,"Muskegon, MI Metro Area",metro,2008,goods,rank,292
310M200US34740,"Muskegon, MI Metro Area",metro,2009,goods,rank,301
310M200US34740,"Muskegon, MI Metro Area",metro,2010,goods,rank,291
310M200US34740,"Muskegon, MI Metro Area",metro,2011,goods,rank,291
310M200US34740,"Muskegon, MI Metro Area",metro,2012,goods,rank,301
310M200US34740,"Muskegon, MI Metro Area",metro,2013,goods,rank,310
310M200US34740,"Muskegon, MI Metro Area",metro,2014,goods,rank,328
310M200US34740,"Muskegon, MI Metro Area",metro,2015,goods,rank,338
310M200US34740,"Muskegon, MI Metro Area",metro,2016,goods,rank,332
310M200US34740,"Muskegon, MI Metro Area",metro,2017,goods,rank,320
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2008,goods,rank,167
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2009,goods,rank,169
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2010,goods,rank,207
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2011,goods,rank,201
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2012,goods,rank,216
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2013,goods,rank,215
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2014,goods,rank,242
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2015,goods,rank,241
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2016,goods,rank,219
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",metro,2017,goods,rank,201
310M200US34900,"Napa, CA Metro Area",metro,2008,goods,rank,8
310M200US34900,"Napa, CA Metro Area",metro,2009,goods,rank,9
310M200US34900,"Napa, CA Metro Area",metro,2010,goods,rank,9
310M200US34900,"Napa, CA Metro Area",metro,2011,goods,rank,10
310M200US34900,"Napa, CA Metro Area",metro,2012,goods,rank,8
310M200US34900,"Napa, CA Metro Area",metro,2013,goods,rank,7
310M200US34900,"Napa, CA Metro Area",metro,2014,goods,rank,6
310M200US34900,"Napa, CA Metro Area",metro,2015,goods,rank,5
310M200US34900,"Napa, CA Metro Area",metro,2016,goods,rank,5
310M200US34900,"Napa, CA Metro Area",metro,2017,goods,rank,5
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2008,goods,rank,45
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2009,goods,rank,48
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2010,goods,rank,56
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2011,goods,rank,71
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2012,goods,rank,70
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2013,goods,rank,71
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2014,goods,rank,60
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2015,goods,rank,55
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2016,goods,rank,52
310M200US34940,"Naples-Marco Island, FL Metro Area",metro,2017,goods,rank,51
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2008,goods,rank,158
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2009,goods,rank,161
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2010,goods,rank,167
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2011,goods,rank,172
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2012,goods,rank,174
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2013,goods,rank,178
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2014,goods,rank,173
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2015,goods,rank,162
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2016,goods,rank,145
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",metro,2017,goods,rank,129
310M200US35100,"New Bern, NC Metro Area",metro,2008,goods,rank,364
310M200US35100,"New Bern, NC Metro Area",metro,2009,goods,rank,361
310M200US35100,"New Bern, NC Metro Area",metro,2010,goods,rank,358
310M200US35100,"New Bern, NC Metro Area",metro,2011,goods,rank,350
310M200US35100,"New Bern, NC Metro Area",metro,2012,goods,rank,339
310M200US35100,"New Bern, NC Metro Area",metro,2013,goods,rank,333
310M200US35100,"New Bern, NC Metro Area",metro,2014,goods,rank,339
310M200US35100,"New Bern, NC Metro Area",metro,2015,goods,rank,338
310M200US35100,"New Bern, NC Metro Area",metro,2016,goods,rank,346
310M200US35100,"New Bern, NC Metro Area",metro,2017,goods,rank,365
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2008,goods,rank,12
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2009,goods,rank,13
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2010,goods,rank,14
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2011,goods,rank,14
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2012,goods,rank,14
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2013,goods,rank,14
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2014,goods,rank,14
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2015,goods,rank,15
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2016,goods,rank,17
310M200US35300,"New Haven-Milford, CT Metro Area",metro,2017,goods,rank,17
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2008,goods,rank,83
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2009,goods,rank,79
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2010,goods,rank,92
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2011,goods,rank,99
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2012,goods,rank,107
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2013,goods,rank,114
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2014,goods,rank,122
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2015,goods,rank,123
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2016,goods,rank,129
310M200US35380,"New Orleans-Metairie, LA Metro Area",metro,2017,goods,rank,131
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2008,goods,rank,8
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2009,goods,rank,5
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2010,goods,rank,1
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2011,goods,rank,2
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2012,goods,rank,2
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2013,goods,rank,5
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2014,goods,rank,5
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2015,goods,rank,6
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2016,goods,rank,7
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",metro,2017,goods,rank,7
310M200US35660,"Niles, MI Metro Area",metro,2008,goods,rank,270
310M200US35660,"Niles, MI Metro Area",metro,2009,goods,rank,282
310M200US35660,"Niles, MI Metro Area",metro,2010,goods,rank,272
310M200US35660,"Niles, MI Metro Area",metro,2011,goods,rank,282
310M200US35660,"Niles, MI Metro Area",metro,2012,goods,rank,291
310M200US35660,"Niles, MI Metro Area",metro,2013,goods,rank,300
310M200US35660,"Niles, MI Metro Area",metro,2014,goods,rank,309
310M200US35660,"Niles, MI Metro Area",metro,2015,goods,rank,305
310M200US35660,"Niles, MI Metro Area",metro,2016,goods,rank,308
310M200US35660,"Niles, MI Metro Area",metro,2017,goods,rank,307
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2008,goods,rank,51
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2009,goods,rank,53
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2010,goods,rank,67
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2011,goods,rank,71
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2012,goods,rank,72
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2013,goods,rank,77
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2014,goods,rank,74
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2015,goods,rank,70
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2016,goods,rank,66
310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",metro,2017,goods,rank,60
310M200US35980,"Norwich-New London, CT Metro Area",metro,2008,goods,rank,43
310M200US35980,"Norwich-New London, CT Metro Area",metro,2009,goods,rank,47
310M200US35980,"Norwich-New London, CT Metro Area",metro,2010,goods,rank,47
310M200US35980,"Norwich-New London, CT Metro Area",metro,2011,goods,rank,48
310M200US35980,"Norwich-New London, CT Metro Area",metro,2012,goods,rank,47
310M200US35980,"Norwich-New London, CT Metro Area",metro,2013,goods,rank,47
310M200US35980,"Norwich-New London, CT Metro Area",metro,2014,goods,rank,45
310M200US35980,"Norwich-New London, CT Metro Area",metro,2015,goods,rank,47
310M200US35980,"Norwich-New London, CT Metro Area",metro,2016,goods,rank,48
310M200US35980,"Norwich-New London, CT Metro Area",metro,2017,goods,rank,47
310M200US36100,"Ocala, FL Metro Area",metro,2008,goods,rank,167
310M200US36100,"Ocala, FL Metro Area",metro,2009,goods,rank,169
310M200US36100,"Ocala, FL Metro Area",metro,2010,goods,rank,183
310M200US36100,"Ocala, FL Metro Area",metro,2011,goods,rank,208
310M200US36100,"Ocala, FL Metro Area",metro,2012,goods,rank,230
310M200US36100,"Ocala, FL Metro Area",metro,2013,goods,rank,242
310M200US36100,"Ocala, FL Metro Area",metro,2014,goods,rank,259
310M200US36100,"Ocala, FL Metro Area",metro,2015,goods,rank,254
310M200US36100,"Ocala, FL Metro Area",metro,2016,goods,rank,252
310M200US36100,"Ocala, FL Metro Area",metro,2017,goods,rank,237
310M200US36140,"Ocean City, NJ Metro Area",metro,2008,goods,rank,21
310M200US36140,"Ocean City, NJ Metro Area",metro,2009,goods,rank,23
310M200US36140,"Ocean City, NJ Metro Area",metro,2010,goods,rank,23
310M200US36140,"Ocean City, NJ Metro Area",metro,2011,goods,rank,19
310M200US36140,"Ocean City, NJ Metro Area",metro,2012,goods,rank,21
310M200US36140,"Ocean City, NJ Metro Area",metro,2013,goods,rank,27
310M200US36140,"Ocean City, NJ Metro Area",metro,2014,goods,rank,30
310M200US36140,"Ocean City, NJ Metro Area",metro,2015,goods,rank,32
310M200US36140,"Ocean City, NJ Metro Area",metro,2016,goods,rank,32
310M200US36140,"Ocean City, NJ Metro Area",metro,2017,goods,rank,36
310M200US36220,"Odessa, TX Metro Area",metro,2008,goods,rank,270
310M200US36220,"Odessa, TX Metro Area",metro,2009,goods,rank,226
310M200US36220,"Odessa, TX Metro Area",metro,2010,goods,rank,209
310M200US36220,"Odessa, TX Metro Area",metro,2011,goods,rank,197
310M200US36220,"Odessa, TX Metro Area",metro,2012,goods,rank,184
310M200US36220,"Odessa, TX Metro Area",metro,2013,goods,rank,153
310M200US36220,"Odessa, TX Metro Area",metro,2014,goods,rank,113
310M200US36220,"Odessa, TX Metro Area",metro,2015,goods,rank,86
310M200US36220,"Odessa, TX Metro Area",metro,2016,goods,rank,95
310M200US36220,"Odessa, TX Metro Area",metro,2017,goods,rank,119
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2008,goods,rank,169
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2009,goods,rank,150
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2010,goods,rank,118
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2011,goods,rank,104
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2012,goods,rank,112
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2013,goods,rank,114
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2014,goods,rank,128
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2015,goods,rank,138
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2016,goods,rank,135
310M200US36260,"Ogden-Clearfield, UT Metro Area",metro,2017,goods,rank,142
310M200US36420,"Oklahoma City, OK Metro Area",metro,2008,goods,rank,240
310M200US36420,"Oklahoma City, OK Metro Area",metro,2009,goods,rank,238
310M200US36420,"Oklahoma City, OK Metro Area",metro,2010,goods,rank,235
310M200US36420,"Oklahoma City, OK Metro Area",metro,2011,goods,rank,229
310M200US36420,"Oklahoma City, OK Metro Area",metro,2012,goods,rank,221
